"conference","year","ordinal","location","submissions","accepted","acceptance_rate"
"Eurocrypt","2007","26th","Barcelona, Spain","173","33","19.1"
"Eurocrypt","2006","25th","Saint Petersburg, Russia","198","33","16.7"
"Eurocrypt","2005","24th","Aarhus, Denmark","190","33","17.4"
"Eurocrypt","2004","23rd","Interlaken, Switzerland","206","36","17.5"
"Eurocrypt","2003","22nd","Warsaw, Poland","156","37","23.7"
"Eurocrypt","2002","21st","Amsterdam, The Netherlands","122","33","27"
"Eurocrypt","2001","20th","Innsbruck, Austria","155","32","20.6"
"Eurocrypt","2000","19th","Bruges, Belgium","150","39","26"
"Eurocrypt","1999","18th","Prague, Czech Republic","122","32","26.2"
"Eurocrypt","1998","17th","Espoo, Finland","161","44","27.3"
"Eurocrypt","1997","16th","Konstanz, Germany","104","34","32.7"
"Eurocrypt","1996","15th","Saragossa, Spain","126","34","27"
"Eurocrypt","1995","14th","Saint-Malo, France","113","33","29.2"
"Eurocrypt","1994","13th","Perugia, Italy","137","36","26.3"
"Eurocrypt","1993","12th","Lofthus, Norway","117","36","30.8"
"Eurocrypt","1990","9th","Aarhus, Denmark","85","42","49.4"
"DAC","2025","62nd","San Francisco, California, USA","1862","420","22.6"
"DAC","2024","61st","San Francisco, California, USA","1545","337","21.8"
"DAC","2023","60th","San Francisco, California, USA","1156","263","22.8"
"DAC","2022","59th","San Francisco, California, USA","987","223","22.6"
"DAC","2021","58th","Online, Online","914","215","23.5"
"DAC","2020","57th","San Francisco, California, USA","984","228","23.2"
"DAC","2019","56th","Las Vegas, USA","815","202","24.8"
"DAC","2018","55th","San Francisco, California, USA","691","168","24.3"
"DAC","2013","50th","Austin, USA","740","155","20.9"
"DAC","2011","48th","San Diego, California, USA","690","156","22.6"
"DAC","2010","47th","Anaheim, California, USA","607","148","24.4"
"DAC","2009","46th","San Francisco, California, USA","682","150","22"
"DAC","2008","45th","Anaheim, California, USA","639","147","23"
"DAC","2007","44th","San Diego, California, USA","659","152","23.1"
"DAC","2006","43rd","San Francisco, California, USA","865","210","24.3"
"DAC","2005","42nd","Anaheim, California, USA","735","154","21"
"DAC","2004","41st","San Diego, California, USA","785","163","20.8"
"DAC","2003","40th","Anaheim, California, USA","628","152","24.2"
"DAC","2002","39th","New Orleans, USA","491","147","29.9"
"DAC","1999","36th","New Orleans, USA","451","154","34.1"
"DAC","1997","34th","Anaheim, California, USA","400","139","34.8"
"DAC","1996","33rd","Las Vegas, USA","377","142","37.7"
"DAC","1994","31st","San Diego, California, USA","450","116","25.8"
"DAC","1993","30th","Dallas, USA","453","126","27.8"
"DAC","1990","27th","Orlando, USA","427","125","29.3"
"DAC","1989","26th","Las Vegas, USA","465","156","33.5"
"DAC","1988","25th","Anaheim, California, USA","400","125","31.2"
"DAC","1987","24th","Miami, USA","351","138","39.3"
"DAC","1986","23rd","Las Vegas, USA","300","124","41.3"
"DAC","1984","21st","Albuquerque, USA","290","116","40"
"ICCAD","2025","44th","Munich, Germany","1078","266","24.7"
"ICCAD","2024","43rd","Newark, USA","802","195","24.3"
"ICCAD","2023","42nd","San Francisco, California, USA","750","172","22.9"
"ICCAD","2022","40th","San Diego, California, USA","595","132","22.2"
"ICCAD","2021","39th","Online, Online","514","121","23.5"
"ICCAD","2020","38th","Online, Online","470","127","27"
"ICCAD","2019","37th","Westminster, USA","394","94","23.9"
"ICCAD","2018","36th","San Diego, California, USA","400","98","24.5"
"ICCAD","2017","35th","Irvine, California, USA","399","105","26.3"
"ICCAD","2016","34th","Austin, USA","409","97","23.7"
"ICCAD","2015","33rd","Austin, USA","382","94","24.6"
"ICCAD","2014","32nd","San Jose, California, USA","304","77","25.3"
"ICCAD","2013","31st","San Jose, California, USA","354","92","26"
"ICCAD","2012","30th","San Jose, California, USA","338","82","24.3"
"ICCAD","2011","29th","San Jose, California, USA","349","106","30.4"
"ICCAD","2010","28th","San Jose, California, USA","360","108","30"
"ICCAD","2009","27th","San Jose, California, USA","438","115","26.3"
"ICCAD","2008","26th","San Jose, California, USA","458","122","26.6"
"ICCAD","2007","25th","San Jose, California, USA","510","139","27.3"
"ICCAD","2005","23rd","San Jose, California, USA","540","128","23.7"
"ICCAD","2004","22nd","San Jose, California, USA","520","127","24.4"
"ICCAD","2003","21st","San Jose, California, USA","490","129","26.3"
"ICCAD","2002","20th","San Jose, California, USA","381","105","27.6"
"ICCAD","2001","19th","San Jose, California, USA","301","92","30.6"
"ICCAD","2000","18th","San Jose, California, USA","265","86","32.5"
"ICCAD","1999","17th","San Jose, California, USA","318","102","32.1"
"ICCAD","1998","16th","San Jose, California, USA","345","102","29.6"
"ICCAD","1995","13th","San Jose, California, USA","350","108","30.9"
"ICCAD","1993","11th","Santa Clara, California, USA","420","129","30.7"
"EMSOFT","2025","25th","Taipei, Taiwan, China","100","27","27"
"EMSOFT","2024","24th","Raleigh, USA","129","28","21.7"
"EMSOFT","2023","23rd","Hamburg, Germany","90","21","23.3"
"EMSOFT","2022","22nd","Shanghai, China","118","30","25.4"
"EMSOFT","2021","21st","Online, Online","111","28","25.2"
"EMSOFT","2020","20th","Online, Online","138","35","25.4"
"EMSOFT","2018","18th","Turin, Italy","111","27","24.3"
"EMSOFT","2016","16th","Pittsburgh, USA","97","25","25.8"
"EMSOFT","2015","15th","Amsterdam, The Netherlands","85","22","25.9"
"EMSOFT","2014","14th","New Delhi, India","117","29","24.8"
"EMSOFT","2013","13th","Montreal, Canada","97","27","27.8"
"EMSOFT","2012","12th","Tampere, Finland","95","23","24.2"
"EMSOFT","2011","11th","Taipei, Taiwan, China","111","27","24.3"
"EMSOFT","2010","10th","Scottsdale, USA","89","29","32.6"
"EMSOFT","2009","9th","Grenoble, France","106","33","31.1"
"EMSOFT","2008","8th","Atlanta, USA","110","28","25.5"
"EMSOFT","2007","7th","Salzburg, Austria","131","29","22.1"
"EMSOFT","2006","6th","Seoul, Korea","94","31","33"
"EMSOFT","2005","5th","Jersey City, USA","88","25","28.4"
"EMSOFT","2004","4th","Pisa, Italy","87","31","35.6"
"EMSOFT","2003","3rd","Philadelphia, USA","60","20","33.3"
"CASES","2025","28th","Taipei, Taiwan, China","71","20","28.2"
"CASES","2024","27th","Raleigh, USA","103","29","28.2"
"CASES","2023","26th","Hamburg, Germany","77","21","27.3"
"CASES","2022","25th","Shanghai, China","100","24","24"
"CASES","2021","24th","Online, Online","44","11","25"
"CASES","2018","21st","Turin, Italy","74","18","24.3"
"CASES","2016","19th","Pittsburgh, USA","63","18","28.6"
"CASES","2015","18th","Amsterdam, The Netherlands","49","18","36.7"
"CASES","2014","17th","New Delhi, India","80","24","30"
"CASES","2013","16th","Montreal, Canada","68","21","30.9"
"CASES","2012","15th","Tampere, Finland","60","18","30"
"CASES","2011","14th","Taipei, Taiwan, China","61","23","37.7"
"CASES","2010","13th","Scottsdale, USA","57","22","38.6"
"CASES","2009","12th","Grenoble, France","72","25","34.7"
"CASES","2008","11th","Atlanta, USA","64","27","42.2"
"CASES","2007","10th","Salzburg, Austria","77","33","42.9"
"CASES","2006","9th","Seoul, Korea","100","41","41"
"CASES","2005","8th","San Francisco, California, USA","100","31","31"
"CASES","2004","7th","Washington DC, USA","102","31","30.4"
"CASES","2003","6th","San Jose, California, USA","162","31","19.1"
"CASES","2002","5th","Grenoble, France","118","38","32.2"
"CASES","2001","4th","Atlanta, USA","80","28","35"
"CODES-ISSS","2025","23rd","Taipei, Taiwan, China","92","25","27.2"
"CODES-ISSS","2024","22nd","Raleigh, USA","102","30","29.4"
"CODES-ISSS","2023","21st","Hamburg, Germany","71","17","23.9"
"CODES-ISSS","2022","20th","Shanghai, China","127","31","24.4"
"CODES-ISSS","2021","19th","Online, Online","70","18","25.7"
"CODES-ISSS","2018","16th","Turin, Italy","86","22","25.6"
"CODES-ISSS","2016","14th","Pittsburgh, USA","80","21","26.2"
"CODES-ISSS","2015","13th","Amsterdam, The Netherlands","79","21","26.6"
"CODES-ISSS","2014","12th","New Delhi, India","117","30","25.6"
"CODES-ISSS","2013","11th","Montreal, Canada","111","31","27.9"
"CODES-ISSS","2012","10th","Tampere, Finland","163","48","29.4"
"CODES-ISSS","2011","9th","Taipei, Taiwan, China","117","33","28.2"
"CODES-ISSS","2010","8th","Scottsdale, USA","98","33","33.7"
"CODES-ISSS","2009","7th","Grenoble, France","157","51","32.5"
"CODES-ISSS","2008","6th","Atlanta, USA","143","44","30.8"
"CODES-ISSS","2007","5th","Salzburg, Austria","127","40","31.5"
"CODES-ISSS","2006","4th","Seoul, Korea","183","46","25.1"
"CODES-ISSS","2005","3rd","Jersey City, USA","200","50","25"
"CODES-ISSS","2004","2nd","Stockholm, Sweden","159","39","24.5"
"CODES-ISSS","2003","1st","Newport Beach, California, USA","143","30","21"
"ECRTS","2025","37th","Brussels, Belgium","55","21","38.2"
"ECRTS","2024","36th","Lille, France","62","17","27.4"
"ECRTS","2023","35th","Vienna, Austria","65","18","27.7"
"ECRTS","2022","34th","Modena, Italy","52","19","36.5"
"ECRTS","2021","33rd","Online, Online","84","16","19"
"ECRTS","2020","32nd","Online, Online","71","24","33.8"
"ECRTS","2019","31st","Stuttgart, Germany","80","27","33.8"
"ECRTS","2018","30th","Barcelona, Spain","78","26","33.3"
"ECRTS","2017","29th","Dubrovnik, Croatia","79","26","32.9"
"ECRTS","2016","28th","Toulouse, France","92","24","26.1"
"ECRTS","2015","27th","Lund, Sweden","80","25","31.2"
"ECRTS","2014","26th","Madrid, Spain","114","27","23.7"
"ECRTS","2013","25th","Paris, France","99","27","27.3"
"ECRTS","2012","24th","Pisa, Italy","111","34","30.6"
"ECRTS","2011","23rd","Porto, Portugal","119","25","21"
"ECRTS","2010","22nd","Brussels, Belgium","112","27","24.1"
"ECRTS","2009","21st","Dublin, Ireland","102","26","25.5"
"ECRTS","2008","20th","Prague, Czech Republic","100","32","32"
"ECRTS","2007","19th","Pisa, Italy","90","27","30"
"ECRTS","2006","18th","Dresden, Germany","105","25","23.8"
"ECRTS","2005","17th","Palma de Mallorca, Spain","145","26","17.9"
"ECRTS","2004","16th","Catania, Italy","115","29","25.2"
"ECRTS","2003","15th","Porto, Portugal","103","32","31.1"
"ECRTS","2002","14th","Vienna, Austria","92","27","29.3"
"ECRTS","2001","13th","Delft, The Netherlands","62","26","41.9"
"ECRTS","2000","12th","Stockholm, Sweden","70","30","42.9"
"ECRTS","1999","11th","York, UK","88","33","37.5"
"ECRTS","1998","8th","Berlin, Germany","43","30","69.8"
"ECRTS","1997","9th","Toledo, Spain","65","33","50.8"
"ECRTS","1996","8th","L'Aquila, Italy","77","48","62.3"
"ECRTS","1992","4th","Athens, Greece","60","32","53.3"
"RTAS","2025","31st","Irvine, California, USA","109","30","27.5"
"RTAS","2024","30th","Hong Kong, China","124","29","23.4"
"RTAS","2023","29th","San Antonio, USA","93","25","26.9"
"RTAS","2022","28th","Milan, Italy","91","22","24.2"
"RTAS","2021","27th","Online, Online","114","31","27.2"
"RTAS","2020","26th","Online, Online","107","29","27.1"
"RTAS","2019","25th","Montreal, Canada","116","30","25.9"
"RTAS","2018","24th","Porto, Portugal","79","27","34.2"
"RTAS","2017","23rd","Pittsburgh, USA","85","29","34.1"
"RTAS","2016","22nd","Vienna, Austria","92","25","27.2"
"RTAS","2015","21st","Seattle, USA","124","27","21.8"
"RTAS","2014","20th","Berlin, Germany","133","27","20.3"
"RTAS","2013","19th","Philadelphia, USA","96","28","29.2"
"RTAS","2012","18th","Beijing, China","127","30","23.6"
"RTAS","2011","17th","Chicago, USA","139","29","20.9"
"RTAS","2010","16th","Stockholm, Sweden","149","33","22.1"
"RTAS","2009","15th","San Francisco, California, USA","125","32","25.6"
"RTAS","2008","14th","St. Louis, USA","140","35","25"
"RTAS","2007","13th","Bellevue, Washington, USA","109","31","28.4"
"RTAS","2006","12th","San Jose, California, USA","128","38","29.7"
"RTAS","2005","11th","San Francisco, California, USA","158","53","33.5"
"RTAS","2004","10th","Toronto, Canada","205","62","30.2"
"RTAS","2003","9th","Toronto, Canada","50","23","46"
"RTAS","2002","8th","San Jose, California, USA","89","27","30.3"
"RTAS","2001","7th","Taipei, Taiwan, China","64","20","31.2"
"RTAS","2000","6th","Washington DC, USA","84","26","31"
"RTAS","1999","5th","Vancouver, Canada","86","26","30.2"
"RTAS","1998","4th","Denver, USA","94","22","23.4"
"RTAS","1997","3rd","Montreal, Canada","67","18","26.9"
"RTAS","1996","2nd","Boston, USA","86","27","31.4"
"RTAS","1995","1st","Chicago, USA","70","24","34.3"
"RTSS","2025","32nd","Boston, USA","200","43","21.5"
"RTSS","2024","31st","York, UK","140","32","22.9"
"RTSS","2023","44th","Taipei, Taiwan, China","126","32","25.4"
"RTSS","2022","43rd","Houston, USA","128","37","28.9"
"RTSS","2021","42nd","Dortmund, Germany","133","39","29.3"
"RTSS","2020","41st","Online, Online","140","28","20"
"RTSS","2019","40th","Online, Online","160","39","24.4"
"RTSS","2018","39th","Nashville, USA","166","37","22.3"
"RTSS","2017","38th","Paris, France","131","31","23.7"
"RTSS","2016","37th","Porto, Portugal","137","32","23.4"
"RTSS","2015","36th","San Antonio, USA","151","34","22.5"
"RTSS","2014","35th","Rome, Italy","154","33","21.4"
"RTSS","2013","34th","Vancouver, Canada","160","36","22.5"
"RTSS","2012","33rd","San Juan, Puerto Rico","157","35","22.3"
"RTSS","2011","32nd","Vienna, Austria","149","33","22.1"
"RTSS","2010","31st","San Diego, California, USA","142","36","25.4"
"RTSS","2009","30th","Washington DC, USA","197","44","22.3"
"RTSS","2008","29th","Barcelona, Spain","189","44","23.3"
"RTSS","2007","28th","Tucson, USA","171","44","25.7"
"RTSS","2006","27th","Rio de Janeiro, Brazil","173","42","24.3"
"RTSS","2005","26th","Miami, USA","176","37","21"
"RTSS","2004","25th","Lisbon, Portugal","187","42","22.5"
"RTSS","2003","24th","Cancun, Mexico","145","29","20"
"RTSS","2001","22nd","London, UK","112","29","25.9"
"RTSS","2000","21st","Orlando, USA","103","29","28.2"
"RTSS","1999","20th","Phoenix, USA","146","28","19.2"
"RTSS","1998","19th","Madrid, Spain","182","45","24.7"
"RTSS","1997","18th","San Francisco, California, USA","99","30","30.3"
"RTSS","1995","16th","Pisa, Italy","104","34","32.7"
"RTSS","1993","14th","Raleigh, USA","138","24","17.4"
"HPDC","2025","34th","Notre Dame, USA","133","25","18.8"
"HPDC","2024","33rd","Pisa, Italy","152","26","17.1"
"HPDC","2023","32nd","Orlando, USA","104","22","21.2"
"HPDC","2022","31st","Minneapolis, USA","108","21","19.4"
"HPDC","2021","30th","Online, Online","92","19","20.7"
"HPDC","2020","29th","Online, Online","71","16","22.5"
"HPDC","2019","28th","Phoenix, USA","106","22","20.8"
"HPDC","2018","27th","Tempe, USA","111","22","19.8"
"HPDC","2017","26th","Washington DC, USA","100","19","19"
"HPDC","2016","25th","Kyoto, Japan","129","20","15.5"
"HPDC","2015","24th","Portland, USA","116","19","16.4"
"HPDC","2014","23rd","Vancouver, Canada","130","21","16.2"
"HPDC","2013","22nd","New York City, USA","131","20","15.3"
"HPDC","2012","21st","Delft, The Netherlands","143","23","16.1"
"HPDC","2011","20th","San Jose, California, USA","170","22","12.9"
"HPDC","2010","19th","Chicago, USA","91","23","25.3"
"HPDC","2009","18th","Munich, Germany","68","20","29.4"
"HPDC","2008","17th","Boston, USA","103","18","17.5"
"HPDC","2006","15th","Paris, France","157","24","15.3"
"HPDC","2005","14th","Research Triangle Park, USA","140","25","17.9"
"HPDC","2004","13th","Honolulu, Hawaii, USA","153","24","15.7"
"HPDC","2003","12th","Seattle, USA","121","25","20.7"
"HPDC","2002","11th","Edinburgh, Scotland, UK","133","42","31.6"
"HPDC","2000","9th","Pittsburgh, USA","103","32","31.1"
"HPDC","1999","8th","Redondo Beach, California, USA","74","30","40.5"
"HPDC","1998","7th","Chicago, USA","83","26","31.3"
"HPDC","1997","6th","Portland, USA","76","36","47.4"
"HPDC","1996","5th","Syracuse, USA","82","62","75.6"
"ICS","2025","39th","Salt Lake City, USA","320","83","25.9"
"ICS","2024","38th","Kyoto, Japan","125","45","36"
"ICS","2023","37th","Orlando, USA","136","40","29.4"
"ICS","2022","36th","Online, Online","165","39","23.6"
"ICS","2021","35th","Online, Online","157","39","24.8"
"ICS","2020","34th","Online, Online","132","40","30.3"
"ICS","2019","33rd","Phoenix, USA","193","45","23.3"
"ICS","2018","32nd","Beijing, China","193","36","18.7"
"ICS","2017","31st","Chicago, USA","177","28","15.8"
"ICS","2016","30th","Istanbul, Turkey","180","43","23.9"
"ICS","2015","29th","Newport Beach, California, USA","160","40","25"
"ICS","2014","28th","Munich, Germany","160","34","21.2"
"ICS","2013","27th","Eugene, USA","202","43","21.3"
"ICS","2012","26th","Venice, Italy","161","36","22.4"
"ICS","2011","25th","Tucson, USA","161","35","21.7"
"ICS","2010","24th","Tsukuba, Japan","178","32","18"
"ICS","2009","23rd","Yorktown Heights, USA","191","47","24.6"
"ICS","2008","22nd","Island of Kos, Greece","140","37","26.4"
"ICS","2007","21st","Seattle, USA","123","29","23.6"
"ICS","2006","20th","Cairns, Australia","141","37","26.2"
"ICS","2005","19th","Cambridge (MA), USA","152","42","27.6"
"ICS","2004","18th","Saint-Malo, France","167","66","39.5"
"ICS","2003","17th","San Francisco, California, USA","171","36","21.1"
"ICS","2002","16th","New York City, USA","144","31","21.5"
"ICS","2001","15th","Sorrento, Italy","133","45","33.8"
"ICS","2000","14th","Santa Fe, USA","122","33","27"
"ICS","1999","13th","Rhodes, Greece","180","57","31.7"
"ICS","1998","12th","Melbourne, Australia","121","57","47.1"
"ICS","1997","11th","Vienna, Austria","135","43","31.9"
"ICS","1996","10th","Philadelphia, USA","116","50","43.1"
"ICS","1995","9th","Barcelona, Spain","120","49","40.8"
"ICS","1994","8th","Manchester, UK","114","45","39.5"
"ICS","1990","4th","Amsterdam, The Netherlands","117","36","30.8"
"ICS","1988","2nd","Saint-Malo, France","167","63","37.7"
"ICS","1987","1st","Athens, Greece","135","45","33.3"
"SC","2025","38th","St. Louis, USA","623","135","21.7"
"SC","2024","37th","Atlanta, USA","470","99","21.1"
"SC","2023","36th","Denver, USA","376","90","23.9"
"SC","2022","35th","Dallas, USA","320","81","25.3"
"SC","2021","34th","St. Louis, USA","379","98","25.9"
"SC","2020","33rd","Online, Online","378","95","25.1"
"SC","2019","32nd","Denver, USA","339","87","25.7"
"SC","2018","31st","Dallas, USA","288","68","23.6"
"SC","2017","30th","Denver, USA","327","61","18.7"
"SC","2016","29th","Salt Lake City, USA","442","81","18.3"
"SC","2015","28th","Austin, USA","358","79","22.1"
"SC","2014","27th","New Orleans, USA","394","81","20.6"
"SC","2013","26th","Denver, USA","456","90","19.7"
"SC","2012","25th","Salt Lake City, USA","472","100","21.2"
"SC","2011","24th","Seattle, USA","352","74","21"
"SC","2010","23rd","New Orleans, USA","253","51","20.2"
"SC","2009","22nd","Portland, USA","261","59","22.6"
"SC","2008","21st","Austin, USA","277","59","21.3"
"SC","2007","20th","Reno, USA","268","54","20.1"
"SC","2006","19th","Tampa, USA","239","54","22.6"
"SC","2005","18th","Seattle, USA","260","62","23.8"
"SC","2004","17th","Pittsburgh, USA","200","60","30"
"SC","2003","16th","Phoenix, USA","207","60","29"
"SC","2002","15th","Baltimore, USA","230","67","29.1"
"SC","2001","14th","Denver, USA","204","60","29.4"
"SC","2000","13th","Dallas, USA","179","62","34.6"
"SC","1995","8th","San Diego, California, USA","241","69","28.6"
"SC","1993","6th","Portland, USA","300","72","24"
"SC","1992","5th","Minneapolis, USA","220","75","34.1"
"SC","1991","4th","Albuquerque, USA","215","83","38.6"
"SC","1988","1st","Orlando, USA","152","61","40.1"
"PPoPP","2025","30th","Las Vegas, USA","189","38","20.1"
"PPoPP","2024","29th","Edinburgh, Scotland, UK","151","32","21.2"
"PPoPP","2023","28th","Montreal, Canada","131","31","23.7"
"PPoPP","2022","27th","Online, Online","118","29","24.6"
"PPoPP","2021","26th","Online, Online","150","31","20.7"
"PPoPP","2020","25th","San Diego, California, USA","121","28","23.1"
"PPoPP","2019","24th","Washington DC, USA","152","29","19.1"
"PPoPP","2018","23rd","Vienna, Austria","139","28","20.1"
"PPoPP","2017","22nd","Austin, USA","132","29","22"
"PPoPP","2016","21st","Barcelona, Spain","146","29","19.9"
"PPoPP","2015","20th","San Francisco, California, USA","135","23","17"
"PPoPP","2014","19th","Orlando, USA","184","28","15.2"
"PPoPP","2013","18th","Shenzhen, China","146","26","17.8"
"PPoPP","2012","17th","New Orleans, USA","173","26","15"
"PPoPP","2011","16th","San Antonio, USA","165","26","15.8"
"PPoPP","2010","15th","Bangalore, India","173","29","16.8"
"PPoPP","2009","14th","Raleigh, USA","109","26","23.9"
"PPoPP","2008","13th","Salt Lake City, USA","102","25","24.5"
"PPoPP","2007","12th","San Jose, California, USA","65","22","33.8"
"PPoPP","2006","11th","New York City, USA","91","25","27.5"
"PPoPP","2005","10th","Chicago, USA","87","27","31"
"PPoPP","2003","9th","San Diego, California, USA","45","20","44.4"
"PPoPP","1999","7th","Atlanta, USA","79","17","21.5"
"PPoPP","1997","6th","Las Vegas, USA","86","26","30.2"
"PPoPP","1990","2nd","Seattle, USA","100","21","21"
"IPDPS","2025","39th","Milano, Italy","425","105","24.7"
"IPDPS","2024","38th","San Francisco, California, USA","337","88","26.1"
"IPDPS","2023","37th","St. Petersburg, USA","369","95","25.7"
"IPDPS","2022","36th","Online, Online","474","123","25.9"
"IPDPS","2021","35th","Online, Online","462","105","22.7"
"IPDPS","2020","34th","Online, Online","446","110","24.7"
"IPDPS","2019","33rd","Rio de Janeiro, Brazil","372","103","27.7"
"IPDPS","2018","32nd","Vancouver, Canada","436","113","25.9"
"IPDPS","2017","31st","Orlando, USA","508","116","22.8"
"IPDPS","2016","30st","Chicago, USA","496","114","23"
"IPDPS","2015","29th","Hyderabad, India","496","109","22"
"IPDPS","2014","28th","Phoenix, USA","541","114","21.1"
"IPDPS","2013","27th","Cambridge (MA), USA","500","108","21.6"
"IPDPS","2012","26th","Shanghai, China","569","118","20.7"
"IPDPS","2011","25th","Anchorage, USA","570","111","19.5"
"IPDPS","2010","24th","Atlanta, USA","527","127","24.1"
"IPDPS","2009","23rd","Rome, Italy","440","100","22.7"
"IPDPS","2008","22nd","Miami, USA","410","105","25.6"
"IPDPS","2007","21st","Long Beach, California, USA","419","109","26"
"IPDPS","2006","20th","Rhodes, Greece","515","125","24.3"
"IPDPS","2005","19th","Denver, USA","343","115","33.5"
"IPDPS","2004","18th","Santa Fe, USA","447","142","31.8"
"IPDPS","2003","17th","Nice, France","407","119","29.2"
"IPDPS","2002","16th","Fort Lauderdale, USA","258","98","38"
"IPDPS","2001","15th","San Francisco, California, USA","276","100","36.2"
"IPDPS","2000","14th","Cancun, Mexico","303","107","35.3"
"IPDPS","1999","13th","San Juan, Puerto Rico","260","113","43.5"
"IPDPS","1998","12th","Orlando, USA","324","118","36.4"
"IPDPS","1997","11th","Geneva, Switzerland","298","113","37.9"
"IPDPS","1996","10th","Honolulu, Hawaii, USA","353","126","35.7"
"IPDPS","1995","9th","Santa Barbara, California, USA","290","115","39.7"
"IPDPS","1992","6th","Beverly Hills, California, USA","352","118","33.5"
"IMC","2024","24th","Madrid, Spain","158","30","19"
"IMC","2023","23rd","Montreal, Canada","137","38","27.7"
"IMC","2022","22nd","Nice, France","143","38","26.6"
"IMC","2021","21st","Online, Online","135","38","28.1"
"IMC","2020","20th","Online, Online","142","38","26.8"
"IMC","2019","19th","Amsterdam, The Netherlands","118","29","24.6"
"IMC","2017","17th","London, UK","100","28","28"
"IMC","2016","16th","Santa Monica, California, USA","104","25","24"
"IMC","2015","15th","Tokyo, Japan","96","31","32.3"
"IMC","2014","14th","Vancouver, Canada","103","32","31.1"
"IMC","2013","13th","Barcelona, Spain","92","25","27.2"
"IMC","2012","12th","Boston, USA","101","35","34.7"
"IMC","2011","11th","Berlin, Germany","111","28","25.2"
"IMC","2010","10th","Melbourne, Australia","110","24","21.8"
"IMC","2009","9th","Chicago, USA","115","27","23.5"
"IMC","2006","6th","Rio de Janeiro, Brazil","92","19","20.7"
"IMC","2005","5th","Berkeley, California, USA","82","22","26.8"
"IMC","2004","4th","Taormina, Italy","98","19","19.4"
"IMC","2003","3rd","Miami, USA","73","19","26"
"IMC","2002","2nd","Marseille, France","62","15","24.2"
"IMC","2001","1st","San Francisco, California, USA","54","14","25.9"
"SIGMETRICS","2025","51st","Stony Brook, USA","382","66","17.3"
"SIGMETRICS","2024","50th","Venice, Italy","336","52","15.5"
"SIGMETRICS","2023","49th","Orlando, USA","339","54","15.9"
"SIGMETRICS","2022","48th","Mumbai, India","303","59","19.5"
"SIGMETRICS","2021","47th","Online, Online","315","38","12.1"
"SIGMETRICS","2020","46th","Online, Online","280","55","19.6"
"SIGMETRICS","2019","45th","Phoenix, USA","317","50","15.8"
"SIGMETRICS","2018","44th","Irvine, California, USA","270","54","20"
"SIGMETRICS","2017","43rd","Irvine, California, USA","203","26","12.8"
"SIGMETRICS","2016","42nd","Antibes, France","208","28","13.5"
"SIGMETRICS","2015","41st","Portland, USA","239","32","13.4"
"SIGMETRICS","2014","40th","Austin, USA","237","40","16.9"
"SIGMETRICS","2013","39th","Pittsburgh, USA","196","26","13.3"
"SIGMETRICS","2012","38th","London, UK","203","31","15.3"
"SIGMETRICS","2011","37th","San Jose, California, USA","177","26","14.7"
"SIGMETRICS","2010","36th","New York City, USA","184","29","15.8"
"SIGMETRICS","2009","35th","Seattle, USA","180","27","15"
"SIGMETRICS","2008","34th","Annapolis, USA","201","36","17.9"
"SIGMETRICS","2007","33rd","San Diego, California, USA","179","29","16.2"
"SIGMETRICS","2006","32nd","Saint-Malo, France","219","30","13.7"
"SIGMETRICS","2005","31st","Banff, Canada","237","31","13.1"
"SIGMETRICS","2004","30th","New York City, USA","265","33","12.5"
"SIGMETRICS","2003","29th","San Diego, California, USA","222","26","11.7"
"SIGMETRICS","2002","28th","Marina de Rey, California, USA","170","23","13.5"
"SIGMETRICS","2001","27th","Cambridge (MA), USA","233","29","12.4"
"SIGMETRICS","2000","26th","Santa Clara, California, USA","165","28","17"
"SIGMETRICS","1999","25th","Atlanta, USA","92","18","19.6"
"SIGMETRICS","1998","24th","Madison, USA","136","25","18.4"
"SIGMETRICS","1997","23rd","Seattle, USA","130","25","19.2"
"SIGMETRICS","1996","22nd","Philadelphia, USA","110","24","21.8"
"SIGMETRICS","1995","21st","Ottawa, Canada","123","27","22"
"SIGMETRICS","1982","8th","Seattle, USA","60","27","45"
"OSDI","2025","19th","Boston, USA","339","53","15.6"
"OSDI","2024","18th","Santa Clara, California, USA","272","49","18"
"OSDI","2023","17th","Boston, USA","255","54","21.2"
"OSDI","2022","16th","Carlsbad, California, USA","253","54","21.3"
"OSDI","2021","15th","Online, Online","165","31","18.8"
"OSDI","2020","14th","Online, Online","400","70","17.5"
"OSDI","2018","13th","Carlsbad, California, USA","257","47","18.3"
"OSDI","2016","12th","Savannah, USA","260","47","18.1"
"OSDI","2014","11th","Broomfield, USA","228","42","18.4"
"OSDI","2012","10th","Hollywood, California, USA","215","25","11.6"
"OSDI","2010","9th","Vancouver, Canada","199","32","16.1"
"OSDI","2008","8th","San Diego, California, USA","193","26","13.5"
"OSDI","2006","7th","Seattle, USA","155","27","17.4"
"OSDI","2004","6th","San Francisco, California, USA","193","27","14"
"OSDI","2002","5th","Boston, USA","150","27","18"
"OSDI","2000","4th","San Diego, California, USA","111","24","21.6"
"OSDI","1999","3rd","New Orleans, USA","96","20","20.8"
"OSDI","1996","2nd","Seattle, USA","110","19","17.3"
"OSDI","1994","1st","Monterey, California, USA","178","21","11.8"
"SOSP","2025","31st","Seoul, Korea","307","66","21.5"
"SOSP","2024","30th","Austin, USA","245","43","17.6"
